Elementary_School,Elementary_Borough,Elementary_SchoolDigger_Rank,Elementary_Total_Schools,Middle_School,Middle_Borough,Middle_SchoolDigger_Rank,Middle_Total_Schools,Elementary_School_Type,Middle_School_Type,Elementary_Address,Middle_Address,Overlap_Area
P.S. 107 Thomas A Dooley,Queens,1070.0,2445,J.H.S. 216 George J. Ryan,Queens,119.0,1504,Elementary,Junior High-Intermediate-Middle,"167-02 45 AVENUE, QUEENS, NY 11358","64-20 175 Street, Queens, NY 11365",5.084354577955175e-07
P.S. 200 Benson School,Brooklyn,855.0,2445,I.S. 281 Joseph B Cavallaro,Brooklyn,337.0,1504,Elementary,Junior High-Intermediate-Middle,"1940 BENSON AVENUE, BROOKLYN, NY 11214","8787 24 AVENUE, BROOKLYN, NY 11214",8.852716358836946e-05
P.S. 200 Benson School,Brooklyn,855.0,2445,I.S. 281 Joseph B Cavallaro,Brooklyn,337.0,1504,Elementary,Junior High-Intermediate-Middle,"1940 BENSON AVENUE, BROOKLYN, NY 11214","8787 24 AVENUE, BROOKLYN, NY 11214",3.2034453665052926e-07
P.S. 176 Cambria Heights,Queens,374.0,2445,I.S. 059 Springfield Gardens,Queens,818.0,1504,Elementary,Junior High-Intermediate-Middle,"120-45 235 Street, Queens, NY 11411","132-55 RIDGEDALE STREET, QUEENS, NY 11413",0.00017483104027981808
P.S. 166 Henry Gradstein,Queens,362.0,2445,I.S. 125 Thom J. McCann Woodside,Queens,837.0,1504,Elementary,Junior High-Intermediate-Middle,"33-09 35 AVENUE, QUEENS, NY 11106","46-02 47 AVENUE, QUEENS, NY 11377",8.644190080454475e-09
P.S. 166 Henry Gradstein,Queens,362.0,2445,I.S. 125 Thom J. McCann Woodside,Queens,837.0,1504,Elementary,Junior High-Intermediate-Middle,"33-09 35 AVENUE, QUEENS, NY 11106","46-02 47 AVENUE, QUEENS, NY 11377",6.693424568465126e-09
P.S. 207 Rockwood Park,Queens,649.0,2445,J.H.S. 202 Robert H. Goddard,Queens,554.0,1504,K-8,Junior High-Intermediate-Middle,"159-15 88 STREET, QUEENS, NY 11414","138-30 LAFAYETTE STREET, QUEENS, NY 11417",0.0003102238187446455
A.C.E. Academy for Scholars at the Geraldine Ferraro Campus,Queens,713.0,2445,I.S. 73 - The Frank Sansivieri Intermediate School,Queens,496.0,1504,Elementary,Junior High-Intermediate-Middle,"55-20 METROPOLITAN AVENUE, QUEENS, NY 11385","70-02 54 AVENUE, QUEENS, NY 11378",1.022440462516217e-12
P.S./M.S. 200 - The Magnet School of Global Studies and Leadership,Queens,1092.0,2445,J.H.S. 216 George J. Ryan,Queens,119.0,1504,K-8,Junior High-Intermediate-Middle,"70-10 164 STREET, QUEENS, NY 11365","64-20 175 Street, Queens, NY 11365",3.3335064796777693e-07
P.S. 146 Howard Beach,Queens,704.0,2445,M.S. 137 America's School of Heroes,Queens,508.0,1504,K-8,Junior High-Intermediate-Middle,"98-01 159 Avenue, Queens, NY 11414","109-15 98 STREET, QUEENS, NY 11417",1.6689841803519335e-10
P.S./M.S. 114 Belle Harbor,Queens,516.0,2445,P.S./M.S. 114 Belle Harbor,Queens,696.0,1504,K-8,K-8,"134-01 CRONSTON AVENUE, QUEENS, NY 11694","134-01 CRONSTON AVENUE, QUEENS, NY 11694",0.0009394152861365114
P.S. 112 Lefferts Park,Brooklyn,823.0,2445,J.H.S. 227 Edward B. Shallow,Brooklyn,391.0,1504,Elementary,Junior High-Intermediate-Middle,"7115 15 AVENUE, BROOKLYN, NY 11228","6500 16 AVENUE, BROOKLYN, NY 11204",5.2666787442692445e-05
P.S. 316 Elijah Stroud,Brooklyn,352.0,2445,Ebbets Field Middle School,Brooklyn,864.0,1504,Elementary,Junior High-Intermediate-Middle,"750 CLASSON AVENUE, BROOKLYN, NY 11238","46 MCKEEVER PLACE, BROOKLYN, NY 11225",1.0828828133596819e-07
P.S. 316 Elijah Stroud,Brooklyn,352.0,2445,Ebbets Field Middle School,Brooklyn,864.0,1504,Elementary,Junior High-Intermediate-Middle,"750 CLASSON AVENUE, BROOKLYN, NY 11238","46 MCKEEVER PLACE, BROOKLYN, NY 11225",1.0352271311378174e-07
P.S. 020 John Bowne,Queens,974.0,2445,J.H.S. 185 Edward Bleeker,Queens,243.0,1504,Elementary,Junior High-Intermediate-Middle,"142-30 BARCLAY AVENUE, QUEENS, NY 11355","147-26 25 DRIVE, QUEENS, NY 11354",2.3600618767269187e-16
P.S. 229 Emanuel Kaplan,Queens,721.0,2445,I.S. 73 - The Frank Sansivieri Intermediate School,Queens,496.0,1504,Elementary,Junior High-Intermediate-Middle,"67-25 51 ROAD, QUEENS, NY 11377","70-02 54 AVENUE, QUEENS, NY 11378",0.00011343995066137659
P.S. 152 Gwendoline N. Alleyne School,Queens,670.0,2445,I.S. 230,Jackson Heights,549.0,1504,Elementary,Junior High-Intermediate-Middle,"33-52 62 STREET, QUEENS, NY 11377","73-10 34 AVENUE, JACKSON HEIGHTS, NY 11372",4.0130424195981256e-05
P.S. 161 Arthur Ashe School,Queens,714.0,2445,M.S. 137 America's School of Heroes,Queens,508.0,1504,Elementary,Junior High-Intermediate-Middle,"101-33 124 STREET, QUEENS, NY 11419","109-15 98 STREET, QUEENS, NY 11417",1.4276134390562815e-11
P.S. 186 Dr. Irving A Gladstone,Brooklyn,832.0,2445,J.H.S. 227 Edward B. Shallow,Brooklyn,391.0,1504,Elementary,Junior High-Intermediate-Middle,"7601 19 AVENUE, BROOKLYN, NY 11214","6500 16 AVENUE, BROOKLYN, NY 11204",1.6987954071240263e-05
P.S./I.S. 78Q,Queens,147.0,2445,I.S. 093 Ridgewood,Queens,1077.0,1504,K-8,Junior High-Intermediate-Middle,"48-09 CENTER BOULEVARD, QUEENS, NY 11109","66-56 FOREST AVENUE, QUEENS, NY 11385",3.695468791717693e-09
P.S. 049 Dorothy Bonawit Kole,Queens,758.0,2445,P.S./I.S. 087 Middle Village,Queens,469.0,1504,K-8,K-8,"63-60 80 Street, Queens, NY 11379","67-54 80 STREET, QUEENS, NY 11379",3.2877227542568877e-09
P.S. 121 Nelson A. Rockefeller,Brooklyn,853.0,2445,J.H.S. 223 The Montauk,Brooklyn,374.0,1504,K-8,Junior High-Intermediate-Middle,"5301 20 Avenue, Brooklyn, NY 11204","4200 16 Avenue, Brooklyn, NY 11204",1.4136506586821896e-09
P.S. 121 Nelson A. Rockefeller,Brooklyn,853.0,2445,J.H.S. 223 The Montauk,Brooklyn,374.0,1504,K-8,Junior High-Intermediate-Middle,"5301 20 Avenue, Brooklyn, NY 11204","4200 16 Avenue, Brooklyn, NY 11204",8.168967515523751e-06
P.S. 021 Edward Hart,Queens,500.0,2445,J.H.S. 189 Daniel Carter Beard,Queens,731.0,1504,Elementary,Junior High-Intermediate-Middle,"147-36 26 AVENUE, QUEENS, NY 11354","144-80 BARCLAY AVENUE, QUEENS, NY 11355",3.503588283252822e-09
P.S. K134,Brooklyn,252.0,2445,P.S. 099 Isaac Asimov,Brooklyn,981.0,1504,Elementary,K-8,"4001 18 AVENUE, BROOKLYN, NY 11218","1120 EAST 10 STREET, BROOKLYN, NY 11230",5.951830726123089e-15
P.S./ IS 178 Holliswood,Queens,1006.0,2445,Irwin Altman Middle School 172,Queens,231.0,1504,K-8,Junior High-Intermediate-Middle,"189-10 RADNOR ROAD, QUEENS, NY 11423","81-14 257 Street, Queens, NY 11004",7.348072285490974e-06
P.S. 121 Nelson A. Rockefeller,Brooklyn,853.0,2445,J.H.S. 227 Edward B. Shallow,Brooklyn,391.0,1504,K-8,Junior High-Intermediate-Middle,"5301 20 Avenue, Brooklyn, NY 11204","6500 16 AVENUE, BROOKLYN, NY 11204",4.874890838270813e-09
P.S. 069 Daniel D. Tompkins,Staten Island,1032.0,2445,I.S. 024 Myra S. Barnes,Staten Island,212.0,1504,Elementary,Junior High-Intermediate-Middle,"144 KEATING PLACE, STATEN ISLAND, NY 10314","750 DURANT AVENUE, STATEN ISLAND, NY 10308",4.339333371043039e-12
P.S. 013 Clement C. Moore,Queens,748.0,2445,I.S. 73 - The Frank Sansivieri Intermediate School,Queens,496.0,1504,Elementary,Junior High-Intermediate-Middle,"55-01 94 STREET, QUEENS, NY 11373","70-02 54 AVENUE, QUEENS, NY 11378",4.44038650315617e-10
P.S. 121 Nelson A. Rockefeller,Brooklyn,853.0,2445,J.H.S. 227 Edward B. Shallow,Brooklyn,391.0,1504,K-8,Junior High-Intermediate-Middle,"5301 20 Avenue, Brooklyn, NY 11204","6500 16 AVENUE, BROOKLYN, NY 11204",7.700951802166843e-06
P.S. 97 The Highlawn,Brooklyn,556.0,2445,I.S. 096 Seth Low,Brooklyn,690.0,1504,Elementary,Junior High-Intermediate-Middle,"1855 Stillwell Avenue, Brooklyn, NY 11223","99 AVENUE P, BROOKLYN, NY 11204",2.382530896221943e-05
P.S. 020 John Bowne,Queens,974.0,2445,I.S. 237,Queens,275.0,1504,Elementary,Junior High-Intermediate-Middle,"142-30 BARCLAY AVENUE, QUEENS, NY 11355","46-21 COLDEN STREET, QUEENS, NY 11355",1.17376187269535e-05
P.S. 175 City Island,Bronx,931.0,2445,P.S. 175 City Island,Bronx,319.0,1504,K-8,K-8,"200 City Island Avenue, Bronx, NY 10464","200 City Island Avenue, Bronx, NY 10464",0.00011607931844116924
P.S. 35 The Clove Valley School,Staten Island,10.0,2445,I.S. 061 William A Morris,Staten Island,1240.0,1504,Elementary,Junior High-Intermediate-Middle,"60 Foote Avenue, Staten Island, NY 10301","445 CASTLETON AVENUE, STATEN ISLAND, NY 10301",1.4137812072839793e-07
P.S. 121 Nelson A. Rockefeller,Brooklyn,853.0,2445,P.S. 121 Nelson A. Rockefeller,Brooklyn,397.0,1504,K-8,K-8,"5301 20 Avenue, Brooklyn, NY 11204","5301 20 Avenue, Brooklyn, NY 11204",5.81780211707348e-05
P.S. 049 Dorothy Bonawit Kole,Queens,758.0,2445,I.S. 73 - The Frank Sansivieri Intermediate School,Queens,496.0,1504,K-8,Junior High-Intermediate-Middle,"63-60 80 Street, Queens, NY 11379","70-02 54 AVENUE, QUEENS, NY 11378",5.2907331856511214e-11
P.S. 146 Howard Beach,Queens,704.0,2445,J.H.S. 202 Robert H. Goddard,Queens,554.0,1504,K-8,Junior High-Intermediate-Middle,"98-01 159 Avenue, Queens, NY 11414","138-30 LAFAYETTE STREET, QUEENS, NY 11417",0.00016285520362401405
P.S. 131 Brooklyn,Brooklyn,885.0,2445,J.H.S. 223 The Montauk,Brooklyn,374.0,1504,Elementary,Junior High-Intermediate-Middle,"4305 FT HAMILTON PARKWAY, BROOKLYN, NY 11219","4200 16 Avenue, Brooklyn, NY 11204",5.152100634588714e-05
P.S. 131 Brooklyn,Brooklyn,885.0,2445,J.H.S. 223 The Montauk,Brooklyn,374.0,1504,Elementary,Junior High-Intermediate-Middle,"4305 FT HAMILTON PARKWAY, BROOKLYN, NY 11219","4200 16 Avenue, Brooklyn, NY 11204",2.9369700173447032e-09
P.S. 107 Thomas A Dooley,Queens,1070.0,2445,I.S. 025 Adrien Block,Queens,189.0,1504,Elementary,Junior High-Intermediate-Middle,"167-02 45 AVENUE, QUEENS, NY 11358","34-65 192 STREET, QUEENS, NY 11358",2.0398439200497447e-14
P.S. 107 Thomas A Dooley,Queens,1070.0,2445,I.S. 025 Adrien Block,Queens,189.0,1504,Elementary,Junior High-Intermediate-Middle,"167-02 45 AVENUE, QUEENS, NY 11358","34-65 192 STREET, QUEENS, NY 11358",0.00012969872604356905
P.S. 107 Thomas A Dooley,Queens,1070.0,2445,I.S. 025 Adrien Block,Queens,189.0,1504,Elementary,Junior High-Intermediate-Middle,"167-02 45 AVENUE, QUEENS, NY 11358","34-65 192 STREET, QUEENS, NY 11358",1.9399713288406596e-05
P.S. 206 Joseph F Lamb,Brooklyn,953.0,2445,J.H.S. 234 Arthur W. Cunningham,Brooklyn,307.0,1504,K-8,Junior High-Intermediate-Middle,"2200 GRAVESEND NECK ROAD, BROOKLYN, NY 11229","1875 EAST 17 STREET, BROOKLYN, NY 11229",2.0543648517179926e-05
P.S. 206 Joseph F Lamb,Brooklyn,953.0,2445,J.H.S. 234 Arthur W. Cunningham,Brooklyn,307.0,1504,K-8,Junior High-Intermediate-Middle,"2200 GRAVESEND NECK ROAD, BROOKLYN, NY 11229","1875 EAST 17 STREET, BROOKLYN, NY 11229",2.283072370314902e-09
P.S. 215 Morris H. Weiss,Brooklyn,998.0,2445,I.S. 228 David A. Boody,Brooklyn,264.0,1504,Elementary,Junior High-Intermediate-Middle,"415 AVENUE S, BROOKLYN, NY 11223","228 AVENUE S, BROOKLYN, NY 11223",0.00010302340931160338
P.S. 029 Bardwell,Staten Island,736.0,2445,I.S. 072 Rocco Laurie,Staten Island,527.0,1504,Elementary,Junior High-Intermediate-Middle,"1581 Victory Boulevard, Staten Island, NY 10314","33 FERNDALE AVENUE, STATEN ISLAND, NY 10314",2.4765359975842477e-08
Waterside Children's Studio School,Queens,569.0,2445,P.S./M.S. 114 Belle Harbor,Queens,696.0,1504,Elementary,K-8,"140 Beach 112 Street, Queens, NY 11694","134-01 CRONSTON AVENUE, QUEENS, NY 11694",4.5235727377498455e-09
P.S. 153 Helen Keller,Bronx,926.0,2445,I.S. 181 Pablo Casals,Bronx,340.0,1504,Elementary,Junior High-Intermediate-Middle,"650 BAYCHESTER AVENUE, BRONX, NY 10475","800 BAYCHESTER AVENUE, BRONX, NY 10475",2.4131119977660223e-06
P.S. 35 The Clove Valley School,Staten Island,10.0,2445,I.S. 49 Berta A. Dreyfus,Staten Island,1256.0,1504,Elementary,Junior High-Intermediate-Middle,"60 Foote Avenue, Staten Island, NY 10301","101 WARREN STREET, STATEN ISLAND, NY 10304",3.2845513851179184e-06
P.S. 002 Alfred Zimberg,Queens,919.0,2445,I.S. 141 The Steinway,Queens,350.0,1504,Elementary,Junior High-Intermediate-Middle,"75-10 21 Avenue, Queens, NY 11370","37-11 21 AVENUE, QUEENS, NY 11105",0.00015471544311059578
P.S. 022 Thomas Jefferson,Queens,539.0,2445,J.H.S. 189 Daniel Carter Beard,Queens,731.0,1504,Elementary,Junior High-Intermediate-Middle,"153-33 SANFORD AVENUE, QUEENS, NY 11355","144-80 BARCLAY AVENUE, QUEENS, NY 11355",0.00010474105520815332
P.S. 130 The Parkside,Brooklyn,708.0,2445,J.H.S. 062 Ditmas,Brooklyn,565.0,1504,Elementary,Junior High-Intermediate-Middle,"70 Ocean Parkway, Brooklyn, NY 11218","700 Cortelyou Road, Brooklyn, NY 11218",4.935052707218343e-09
P.S. 130 The Parkside,Brooklyn,708.0,2445,J.H.S. 062 Ditmas,Brooklyn,565.0,1504,Elementary,Junior High-Intermediate-Middle,"70 Ocean Parkway, Brooklyn, NY 11218","700 Cortelyou Road, Brooklyn, NY 11218",5.6039431183501843e-05
P.S. 277 Gerritsen Beach,Brooklyn,549.0,2445,J.H.S. 278 Marine Park,Brooklyn,732.0,1504,Elementary,Junior High-Intermediate-Middle,"2529 GERRITSEN AVENUE, BROOKLYN, NY 11229","1925 Stuart Street, Brooklyn, NY 11229",0.00012603297493874615
The SEEALL Academy,Brooklyn,910.0,2445,J.H.S. 223 The Montauk,Brooklyn,374.0,1504,K-8,Junior High-Intermediate-Middle,"5601 16 AVENUE, BROOKLYN, NY 11204","4200 16 Avenue, Brooklyn, NY 11204",8.563344341778084e-16
The SEEALL Academy,Brooklyn,910.0,2445,J.H.S. 223 The Montauk,Brooklyn,374.0,1504,K-8,Junior High-Intermediate-Middle,"5601 16 AVENUE, BROOKLYN, NY 11204","4200 16 Avenue, Brooklyn, NY 11204",5.8103232852929805e-05
P.S. 012 James B. Colgate,Queens,737.0,2445,I.S. 230,Jackson Heights,549.0,1504,Elementary,Junior High-Intermediate-Middle,"42-00 72 STREET, QUEENS, NY 11377","73-10 34 AVENUE, JACKSON HEIGHTS, NY 11372",4.627992479584928e-13
P.S. 254 Dag Hammarskjold,Brooklyn,395.0,2445,P.S. K225 - The Eileen E. Zaglin,Brooklyn,894.0,1504,Elementary,K-8,"2469 East 18 Street, Brooklyn, NY 11235","1075 OCEAN VIEW AVENUE, BROOKLYN, NY 11235",3.650406696428603e-08
P.S./I.S. 295,Queens,537.0,2445,Jean Nuzzi Intermediate School,Queens,762.0,1504,K-8,Junior High-Intermediate-Middle,"222-14 JAMAICA AVENUE, QUEENS, NY 11428","213-10 92 AVENUE, QUEENS, NY 11428",6.790404319921858e-05
P.S. 070,Queens,949.0,2445,I.S. 141 The Steinway,Queens,350.0,1504,Elementary,Junior High-Intermediate-Middle,"30-44 43 Street, Queens, NY 11103","37-11 21 AVENUE, QUEENS, NY 11105",2.952067264962763e-12
P.S. 117 J. Keld / Briarwood School,Queens,1108.0,2445,J.H.S. 157 Stephen A. Halsey,Queens,192.0,1504,Elementary,Junior High-Intermediate-Middle,"85-15 143 STREET, QUEENS, NY 11435","63-55 102 Street, Queens, NY 11374",1.3441894228041574e-13
P.S. 002 Alfred Zimberg,Queens,919.0,2445,I.S. 010 Horace Greeley,Queens,382.0,1504,Elementary,Junior High-Intermediate-Middle,"75-10 21 Avenue, Queens, NY 11370","45-11 31 Avenue, Queens, NY 11103",4.601103091346052e-05
P.S. 175 The Lynn Gross Discovery School,Queens,920.0,2445,J.H.S. 190 Russell Sage,Queens,381.0,1504,Elementary,Junior High-Intermediate-Middle,"64-35 102 STREET, QUEENS, NY 11374","68-17 AUSTIN STREET, QUEENS, NY 11375",3.1874820177434188e-12
The SEEALL Academy,Brooklyn,910.0,2445,J.H.S. 227 Edward B. Shallow,Brooklyn,391.0,1504,K-8,Junior High-Intermediate-Middle,"5601 16 AVENUE, BROOKLYN, NY 11204","6500 16 AVENUE, BROOKLYN, NY 11204",9.457475318977245e-05
The SEEALL Academy,Brooklyn,910.0,2445,J.H.S. 227 Edward B. Shallow,Brooklyn,391.0,1504,K-8,Junior High-Intermediate-Middle,"5601 16 AVENUE, BROOKLYN, NY 11204","6500 16 AVENUE, BROOKLYN, NY 11204",1.5850722919424946e-09
P.S. 208 Elsa Ebeling,Brooklyn,553.0,2445,J.H.S. 078 Roy H. Mann,Brooklyn,748.0,1504,Elementary,Junior High-Intermediate-Middle,"4801 AVENUE D, BROOKLYN, NY 11203","1420 East 68 Street, Brooklyn, NY 11234",6.599801807045279e-10
The SEEALL Academy,Brooklyn,910.0,2445,P.S. 121 Nelson A. Rockefeller,Brooklyn,397.0,1504,K-8,K-8,"5601 16 AVENUE, BROOKLYN, NY 11204","5301 20 Avenue, Brooklyn, NY 11204",1.3538000868025191e-12
P.S. 063 Old South,Queens,755.0,2445,J.H.S. 202 Robert H. Goddard,Queens,554.0,1504,Elementary,Junior High-Intermediate-Middle,"90-15 SUTTER AVENUE, QUEENS, NY 11417","138-30 LAFAYETTE STREET, QUEENS, NY 11417",0.00016083908650863342
P.S. 095 The Gravesend,Brooklyn,623.0,2445,I.S. 096 Seth Low,Brooklyn,690.0,1504,K-8,Junior High-Intermediate-Middle,"345 Van Sicklen Street, Brooklyn, NY 11223","99 AVENUE P, BROOKLYN, NY 11204",5.434741149115746e-06
P.S. 107 Thomas A Dooley,Queens,1070.0,2445,J.H.S. 185 Edward Bleeker,Queens,243.0,1504,Elementary,Junior High-Intermediate-Middle,"167-02 45 AVENUE, QUEENS, NY 11358","147-26 25 DRIVE, QUEENS, NY 11354",1.4212562089298872e-11
P.S. 108 Philip J. Abinanti,Bronx,373.0,2445,J.H.S. 127 The Castle Hill,Bronx,943.0,1504,K-8,Junior High-Intermediate-Middle,"1964 Yates Avenue, Bronx, NY 10461","1551 Castle Hill Avenue, Bronx, NY 10462",6.443081244064963e-09
P.S. 219 Paul Klapper,Queens,1044.0,2445,I.S. 237,Queens,275.0,1504,K-8,Junior High-Intermediate-Middle,"144-39 GRAVETT ROAD, QUEENS, NY 11367","46-21 COLDEN STREET, QUEENS, NY 11355",3.5693888987486355e-06
P.S. 253,Brooklyn,430.0,2445,P.S. K225 - The Eileen E. Zaglin,Brooklyn,894.0,1504,Elementary,K-8,"2953 Brighton 6 Street, Brooklyn, NY 11235","1075 OCEAN VIEW AVENUE, BROOKLYN, NY 11235",7.017903559160066e-05
P.S. 268 Emma Lazarus,Brooklyn,438.0,2445,"The Middle School of Media, Law and Fine Arts",Brooklyn,890.0,1504,Elementary,Junior High-Intermediate-Middle,"133 EAST 53 STREET, BROOKLYN, NY 11203","905 Winthrop Street, Brooklyn, NY 11203",5.54959862686073e-05
P.S. 048 William G. Wilcox,Staten Island,420.0,2445,I.S. 027 Anning S. Prall,Staten Island,909.0,1504,K-8,Junior High-Intermediate-Middle,"1050 Targee Street, STATEN ISLAND, NY 10304","11 Clove Lake Place, Staten Island, NY 10310",1.5864523881977517e-08
P.S. 132 Ralph Bunche,Queens,512.0,2445,I.S. 059 Springfield Gardens,Queens,818.0,1504,Elementary,Junior High-Intermediate-Middle,"132-15 218 STREET, QUEENS, NY 11413","132-55 RIDGEDALE STREET, QUEENS, NY 11413",7.175611993065537e-05
P.S. 166 Henry Gradstein,Queens,362.0,2445,I.S. 204 Oliver W. Holmes,Queens,969.0,1504,Elementary,Junior High-Intermediate-Middle,"33-09 35 AVENUE, QUEENS, NY 11106","36-41 28 STREET, QUEENS, NY 11106",0.00011325533626486042
The Woodside Community School,Queens,494.0,2445,I.S. 125 Thom J. McCann Woodside,Queens,837.0,1504,Elementary,Junior High-Intermediate-Middle,"39-07 57 Street, Queens, NY 11377","46-02 47 AVENUE, QUEENS, NY 11377",9.516403318873965e-12
The Woodside Community School,Queens,494.0,2445,I.S. 125 Thom J. McCann Woodside,Queens,837.0,1504,Elementary,Junior High-Intermediate-Middle,"39-07 57 Street, Queens, NY 11377","46-02 47 AVENUE, QUEENS, NY 11377",1.6088182383606718e-05
P.S. 070,Queens,949.0,2445,I.S. 010 Horace Greeley,Queens,382.0,1504,Elementary,Junior High-Intermediate-Middle,"30-44 43 Street, Queens, NY 11103","45-11 31 Avenue, Queens, NY 11103",0.00010503632712110969
P.S. 035 Nathaniel Woodhull,Queens,1217.0,2445,J.H.S. 216 George J. Ryan,Queens,119.0,1504,Elementary,Junior High-Intermediate-Middle,"90-01 191 Street, Queens, NY 11423","64-20 175 Street, Queens, NY 11365",6.929651751899812e-13
P.S. 035 Nathaniel Woodhull,Queens,1217.0,2445,J.H.S. 216 George J. Ryan,Queens,119.0,1504,Elementary,Junior High-Intermediate-Middle,"90-01 191 Street, Queens, NY 11423","64-20 175 Street, Queens, NY 11365",5.9008174235353085e-08
New Bridges Elementary,Brooklyn,1054.0,2445,The School of Integrated Learning,Brooklyn,289.0,1504,Elementary,Junior High-Intermediate-Middle,"1025 EASTERN PARKWAY, BROOKLYN, NY 11213","1224 PARK PLACE, BROOKLYN, NY 11213",2.9855368177853688e-05
P.S. 107 Thomas A Dooley,Queens,1070.0,2445,I.S. 237,Queens,275.0,1504,Elementary,Junior High-Intermediate-Middle,"167-02 45 AVENUE, QUEENS, NY 11358","46-21 COLDEN STREET, QUEENS, NY 11355",5.9386647027286096e-05
P.S. 099 Kew Gardens,Queens,350.0,2445,J.H.S. 217 Robert A. Van Wyck,Queens,1002.0,1504,Elementary,Junior High-Intermediate-Middle,"82-37 KEW GARDENS ROAD, QUEENS, NY 11415","85-05 144 STREET, QUEENS, NY 11435",5.1739641577760205e-05
P.S. 169 Sunset Park,Brooklyn,988.0,2445,J.H.S. 223 The Montauk,Brooklyn,374.0,1504,Elementary,Junior High-Intermediate-Middle,"4305 7 AVENUE, BROOKLYN, NY 11232","4200 16 Avenue, Brooklyn, NY 11204",3.207496267483415e-05
P.S. 048 Mapleton,Brooklyn,975.0,2445,J.H.S. 227 Edward B. Shallow,Brooklyn,391.0,1504,Elementary,Junior High-Intermediate-Middle,"6015 18 AVENUE, BROOKLYN, NY 11204","6500 16 AVENUE, BROOKLYN, NY 11204",6.879564665930298e-05
P.S. 048 Mapleton,Brooklyn,975.0,2445,J.H.S. 227 Edward B. Shallow,Brooklyn,391.0,1504,Elementary,Junior High-Intermediate-Middle,"6015 18 AVENUE, BROOKLYN, NY 11204","6500 16 AVENUE, BROOKLYN, NY 11204",7.581099282380442e-08
P.S./M.S. 200 - The Magnet School of Global Studies and Leadership,Queens,1092.0,2445,I.S. 237,Queens,275.0,1504,K-8,Junior High-Intermediate-Middle,"70-10 164 STREET, QUEENS, NY 11365","46-21 COLDEN STREET, QUEENS, NY 11355",7.118856231870002e-15
P.S. 222 Katherine R. Snyder,Brooklyn,393.0,2445,J.H.S. 014 Shell Bank,Brooklyn,974.0,1504,Elementary,Junior High-Intermediate-Middle,"3301 QUENTIN ROAD, BROOKLYN, NY 11234","2424 BATCHELDER STREET, BROOKLYN, NY 11235",1.9087685270624208e-09
P.S. 254 Dag Hammarskjold,Brooklyn,395.0,2445,J.H.S. 014 Shell Bank,Brooklyn,974.0,1504,Elementary,Junior High-Intermediate-Middle,"2469 East 18 Street, Brooklyn, NY 11235","2424 BATCHELDER STREET, BROOKLYN, NY 11235",6.790674972449432e-05
P.S. 048 Mapleton,Brooklyn,975.0,2445,P.S. 121 Nelson A. Rockefeller,Brooklyn,397.0,1504,Elementary,K-8,"6015 18 AVENUE, BROOKLYN, NY 11204","5301 20 Avenue, Brooklyn, NY 11204",4.25890551587441e-09
P.S. 241 Emma L. Johnston,Brooklyn,509.0,2445,Ebbets Field Middle School,Brooklyn,864.0,1504,Elementary,Junior High-Intermediate-Middle,"976 PRESIDENT STREET, BROOKLYN, NY 11225","46 MCKEEVER PLACE, BROOKLYN, NY 11225",3.734833777921641e-05
P.S. 197 - The Kings Highway Academy,Brooklyn,1067.0,2445,J.H.S. 234 Arthur W. Cunningham,Brooklyn,307.0,1504,Elementary,Junior High-Intermediate-Middle,"1599 EAST 22 STREET, BROOKLYN, NY 11210","1875 EAST 17 STREET, BROOKLYN, NY 11229",2.8224585683008964e-09
